Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,overperforming
OMNIDESK SG,theomnidesk,N/A,2020-12-14 02:00:41 EST,14/12/2020,2:00:41,Photo,32,32,0,0,FALSE,https://www.instagram.com/p/CIxN39bgbbh/,https://www.instagram.com/p/CIxN39bgbbh/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/131278424_222514709243443_7831546330845452496_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=UCOouDZyBMsAX_a_ZvB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=0d4ee32ad768022a941a07115636e5e8&oe=60991809,,"Thinking of getting an Omnidesk for yourself or loved ones for Christmas? Order before 19th December to receive it in time.?
?
#ergonomic #standingdesk #ergonomicfurniture #desksetup #setup #ergonomicfurniture #officedecor #homeofficedecor #workfromhome #wfh #standingdesk",,,,0
PRISM+,prismplusdisplays,27205,2021-07-26 00:00:41 EDT,26/7/2021,0:00:41,Photo,47,47,0,0,FALSE,https://www.instagram.com/p/CRxrUXWF6Pc/,https://www.instagram.com/p/CRxrUXWF6Pc/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/225695191_127812902846092_7367328637822025622_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=dYLIDY3oxzoAX_jGue-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1837282b0ce25a71ab64ec0deff13c1d&oe=612B0C5D,,"PRISM+ Brand Day Flash Sale | 26 July?
?
? Save up to 67% off compared to normal retail stores?
? Our newly launched Q Series PRO Android TVs with Dolby Vision, Dolby Atmos, and Hands Free Voice Control?
? Freebies with our TVs: FREE meWATCH and Viu Subscriptions worth $142.74?
? Save MORE with installments on LazMall: Get an ADDITIONAL $30 off $800 if you pay via installments using DBS/POSB ???
?
Enjoy the massive discounts and Crazy-Low Prices this Flash Sale! Hurry, don't miss out.?
Shop Now on our LazMall Flagship Store to secure your unit!",DBS POSB Extra $30 off $800 for DBS/POSB Credit Cardmembers (Instalment Payment Plan Only) ©G ©GC # apply. *Valid uly only or PRISM+ LazMall store. PRISM+,,,0
R?Z?R,razer,6479807,2020-12-17 20:00:17 EST,17/12/2020,20:00:17,Photo,"22,926",22807,119,0,FALSE,https://www.instagram.com/p/CI630HThCKF/,https://www.instagram.com/p/CI630HThCKF/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/131898171_153396379481383_6559571220866318980_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=79xs51ek6eoAX_LCEtF&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=2d98ab1496bed113d1f8440522252ef0&oe=60032008,,"Enhance your gaming performance with Razer Cortex. Exclusively for Razer Cortex Games users, we’re giving away 3 sets of Twinkly LED lights to brighten your festivities.

Here’s how to enter:
1. Download Razer Cortex Games from Google Play Store
2. Head over to Achievement Tab & grab your free Twinkly Lights frame
3. Share a screenshot of your GamerDNA profile with the Twinkly Lights frame and share to your story and tag us @Razer

Giveaway ends on Dec 31 at 12PM GMT. Three winners will be selected at random to win a set of Twinkly LED lights. Good luck!

#Razer #Gaming #Giveaway",RAZER CORTEX GIVEAWAY GAMER DNA HOME FORGAMERS FOR GAMERS BY GAMERS INVENTORY YA ??? YMASMON YMAS?0?0 WADR CHANCE TO WIN TWINKLY LIGHTS CORTEX GAMES,,,0
SteelSeries,steelseries,1037400,2021-08-12 17:13:30 EDT,12/8/2021,17:13:30,Photo,"10,288",10154,134,0,FALSE,https://www.instagram.com/p/CSfTDX8lyfL/,https://www.instagram.com/p/CSfTDX8lyfL/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/236507254_4048539008591651_6665060121044216909_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=IGaa9qFzAwEAX8eb2RN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=27672f1763d6e9215f5ac2f6482e0816&oe=612AB2B7,,Early concept sketches of the Prime mouse Black Ice Edition ??,,,,0
R?Z?R,razer,6177097,2020-10-11 01:42:23 EDT,11/10/2020,1:42:23,Photo,"23,042",22844,198,0,FALSE,https://www.instagram.com/p/CGMSCtdH95d/,https://www.instagram.com/p/CGMSCtdH95d/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/121259277_335697320853350_2470524743418040063_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=X522hdNAZucAX9xMkx2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=437f61fbcbc55734c63d000edc948d92&oe=5FA88F0E,,Thank you so much for joining us at the inaugural #RazerCon2020! We hope you enjoyed the line-up of events! Let us know your favorite memory from the show.,RAZER CON2020 2020 A DIGITAL CELEBRATION. FOR GAMERS. BY GAMERS. 10.10.20,,,0
Logitech G,logitechg,3419655,2021-05-19 12:00:19 EDT,19/5/2021,12:00:19,Photo,"14,798",14734,64,0,FALSE,https://www.instagram.com/p/CPD3osnM1Qn/,https://www.instagram.com/p/CPD3osnM1Qn/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/187279143_965064587640020_148124877717151578_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=lQa-kzuZ4lAAX8HmsIR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e7ec118473c374bd2f8398e1303edaeb&oe=611A8414,,"We're quickly becoming fans of this setup. 

Who's your favorite DC superhero? ?? JoshuaJHill85 (TW)
.
.
.
#logitechg #pcgaming #gaming #pcgamer #gamingsetup #battlestations #dcsuperheroes #theflash",,,,0
Logitech G,logitechg,3432513,2021-06-24 12:00:29 EDT,24/6/2021,12:00:29,Photo,"14,807",14726,81,0,FALSE,https://www.instagram.com/p/CQgkRb6jyND/,https://www.instagram.com/p/CQgkRb6jyND/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/206069123_4186849551403980_8044747236939392424_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=nJkyO6NQRZ0AX_Dfsxp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6357d14dc2cdb60f040c4402ff8fa0bc&oe=611A68FB,,"What car are you taking out for a spin with a setup like this???

??@frothy.setup.exe
.
.
.
.
#LogitechG #RacingSetup #SimRacer #Gamer #RGB #G29",,,,0
R?Z?R,razer,6243108,2020-10-29 11:01:23 EDT,29/10/2020,11:01:23,Photo,"23,060",22871,189,0,FALSE,https://www.instagram.com/p/CG7oUxzhxbs/,https://www.instagram.com/p/CG7oUxzhxbs/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/122836379_169917888124953_3873057165072711557_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=YU-NFLkPudMAX_ChCLJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=600f4209e879b69992bd607201c30116&oe=5FBFD310,,"We’re excited to announce RazerStore LIVE, a series of livestreams that brings you exclusive updates – from new product unveils, limited-time offers, and giveaways. Our first LIVE online event will be on November 5th at 6:30PM PST at RazerStore Las Vegas, remember to join us then! Link in Bio #Razer #Gaming",RAZER STORE LIVE 11.05.20 6.30PM PST EXCLUSIVE NEWS ON EXCLUSIVE PRODUCTS,,,0
Logitech G,logitechg,3039056,2020-12-21 18:00:28 EST,21/12/2020,18:00:28,Video,"7,426",7409,17,38317,FALSE,https://www.instagram.com/p/CJE9QWOB_Xl/,https://www.instagram.com/p/CJE9QWOB_Xl/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/131925788_220624442770001_3882944925580773995_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=7fLalF9uY7sAX9qWnbP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b9715351c57243a39d495b3bab3f88b6&oe=6118E76B,,"?? We got stronger together in 2020, and this Holiday season, we want to celebrate the joyous moments that helped us get there. Across all brands in the @Logitech family, we donated $100,000 USD through @globalgiving, and are giving you the chance to give back too, by deciding which charities receive our donation.

Tap the link in bio for your chance to select a charity that will receive $25 USD of our donation.

??: @austingaming123, @purfectlioness, @gosia.rdest, @brozki, @359zing
.
.
.
#LogiTogether #Logitech #LogitechG #HappyHolidays #Holidays2020 #GivingBack #GiveBack #Charity",,,,0
Logitech G,logitechg,3458637,2021-07-30 12:00:26 EDT,30/7/2021,12:00:26,Photo,"14,423",13769,654,0,FALSE,https://www.instagram.com/p/CR9Q4tEHwPe/,https://www.instagram.com/p/CR9Q4tEHwPe/,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/227662967_567391997757417_6334905680970465330_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=pO2V47ECoNwAX9rkJvS&_nc_ht=scontent-yyz1-1.cdninstagram.com&oh=a702d6a4c70425e7a3308421a0cd25ff&oe=61084331,,"Patiently waiting… ?
.
.
.
#LogitechG #PCGaming #KeepPlaying #VideoGames #Gaming",New Game Loading What game needs a sequel? C logitech™,,,0
R?Z?R,razer,6819656,2021-03-29 20:05:45 EDT,29/3/2021,20:05:45,Video,"14,019",13965,54,72088,FALSE,https://www.instagram.com/p/CNBaHfTAxzi/,https://www.instagram.com/p/CNBaHfTAxzi/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/166467399_555078698789423_7550961887504966127_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=7eEb6-GrgdYAX83W0WE&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=7fdfe9316e07a518b3c6a25d6f767a12&oe=60896CDA,,Check out what you've missed in March with Razer Recap as we walk you through some new product announcements for the month. #razer #gaming,,,,0
MSI,msi,15901,2020-08-26 09:01:26 EDT,26/8/2020,9:01:26,Photo,212,210,2,0,FALSE,https://www.instagram.com/p/CEWnol2Fo5k/,https://www.instagram.com/p/CEWnol2Fo5k/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/118288363_661361621399097_7246281591204207012_n.jpg?_nc_cat=102&_nc_sid=8ae9d6&_nc_ohc=Y-NUkHRUqw4AX8roTF2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=414de08a19662a7e548e0a086bea0815&oe=5F6BAC6A,,"All suspense will finally be resolved. After tugging at your heartstrings for these days, we will humbly reveal all you want to know in #MSISummit. ?
?
?? Screenshot and sign on it.?
?? Hashtag #MSISummit to share this invitation.?
?? Link in bio to save the date!",Signature ure Signat ???? Date 2020 09.03 msi.gm/VirtualSummit,,,0
Logitech G,logitechg,3437097,2021-07-02 12:00:23 EDT,2/7/2021,12:00:23,Photo,"14,930",14515,415,0,FALSE,https://www.instagram.com/p/CQ1KniAJPJ4/,https://www.instagram.com/p/CQ1KniAJPJ4/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/209907835_401707934498954_2488565463329147513_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=mFRguHEvULsAX-eKg9K&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9c705e5d1791f13d621841c5b8af2428&oe=611A264F,,"Today is World UFO Day! ?? 

We selected some of our favorite outer space games, let us know which you’ll be playing to celebrate. 

Drop your answers in the comments below. ?? #KeepPlaying
.
.
.
#LogitechG #KeepPlaying #PCGaming #Gamer #Gaming #UFODay #Halo #Outerworlds #MassEffect #NoMansSky #Stellaris #WorldUFODay",WHICH SPACE GAME WILL YOU BE PLAYING TO CELEBRATE UFO DAY? ? logitech OUTER WILDS NO MAN'S SKY STELLARIS,,,0
Logitech G,logitechg,3434416,2021-06-28 12:00:18 EDT,28/6/2021,12:00:18,Photo,"14,986",14923,63,0,FALSE,https://www.instagram.com/p/CQq3bk5suaV/,https://www.instagram.com/p/CQq3bk5suaV/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/210088759_1336170593444367_8861700467314132441_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=-PjPM3v718gAX_d2P94&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5db9172ff9fe8f97e08e6616a6d070a8&oe=611A5B8E,,"Double the keyboards and mice, double the fun!

How many keyboards and mice do you have on your setup? ?? @dadgotgame (TW)",,,,0
Aftershockpc,aftershockpc,29241,2021-08-20 01:45:48 EDT,20/8/2021,1:45:48,Album,239,230,9,0,FALSE,https://www.instagram.com/p/CSyPPmZBrJv/,https://www.instagram.com/p/CSyPPmZBrJv/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/239542899_335781117994295_3392979376885792506_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=YtISrLj8Gi0AX9cw-T_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=fb3cf5ef4943ae4aaccf48bcbd55c436&oe=6129F487,,"The brand new APEX 17 Lite has landed, marking the next generation return of our ultimate value/performance gaming notebook! ??

Packed with a next generation Intel i7 11800H processor and the extremely popular RTX 3060 graphics card, this monster notebook delivers supreme mobile 1080p gaming on its beautiful large format 17.3"" wide color 165hz QHD display for a no compromise gaming experience - ANYWHERE!

We hear you, and we know you guys absolutely love large notebook displays, and the APEX 17 Lite aims to deliver massive notebook display goodness with next generation hardware at a superb price point, while coming packed to the brim with all the essential features you've come to love from our award winning APEX line of gaming notebooks. With superior build quality in its class, a marvelous silent tactile keyboard, and ultra slim BEZEL design, the APEX 17 Lite is going to make for seriously epic gaming sessions that you can take anywhere about the house or at your next LAN party.

From just SGD 2135, the APEX 17 Lite delivers a desktop replacement experience with an emphasis on bang for buck. Key features include:
? Intel 11th Generation i7 11800H 8 Core processor
? NVIDIA GEFORCE RTX 3060 6GB Graphics 
? 17.3"" 165HZ QHD Wide Color Display (1920x1080)
? Ultra fast 3200mhz memory support
? Silent Tactile RGB Keyboard
? Slim Bezel Design
? 62WH Battery
? 2.5KG

Singapore's #1 Custom PC Company
Make it Yours:
www.aftershockpc.com

*This is the first of 3 exciting announcements we have for you today, so stay tuned ??*",,,,0
PRISM+,prismplusdisplays,20364,2020-12-10 02:01:16 EST,10/12/2020,2:01:16,Photo,54,54,0,0,FALSE,https://www.instagram.com/p/CIm6sYqskvz/,https://www.instagram.com/p/CIm6sYqskvz/,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/130774104_132780331950793_2982076039488027756_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=-gu2og137_QAX_vEVYY&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=49c9665d0d825d22cd04331678aea98c&oe=5FF9407D,,"""Superb quality at an even better price. Efficient delivery and delivery guy was extremely helpful. My 3rd Prism+ product after 2 pc monitors. HIGHLY RECOMMENDED"" - TJ?
?
Yes! PRISM+ Q Series is the first Singaporean brand awarded the Android TV™ that has all the smartest features you need like Google Play Store, Inbuilt Chromecast, Google Voice Assistant and Puffin TV Browser. ?
?
There are more than 5,000 apps. This means all your favorite apps like YouTube, Netflix, Spotify, Twitch, Crunchyroll, PLEX, Ted Talk can all be used. While other TVs play store might be limited and unable to support, you can be assured of the most extensive number of apps on Q55.?
?
12.12 sale is coming, up to 90% Off?
Shop now on Website: https://prismplus.sg/?
Shop now on Lazada: https://www.lazada.sg/shop/prism-plus/",,,,0
SteelSeries,steelseries,1024740,2020-12-22 19:25:38 EST,22/12/2020,19:25:38,Video,"5,045",4975,70,21793,FALSE,https://www.instagram.com/p/CJHrmRhBcfL/,https://www.instagram.com/p/CJHrmRhBcfL/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/132092568_299631608156964_5084778778769278496_n.jpg?_nc_cat=100&ccb=2&_nc_sid=8ae9d6&_nc_ohc=6Eg8wXkdgxcAX-H4Vwp&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=17a37b69b785013b692f944f1ec2bfad&oe=600863CF,,"??chain below, please... @thorbjornsson ??",,,,0
R?Z?R,razer,6795873,2021-03-19 20:05:51 EDT,19/3/2021,20:05:51,Video,"14,194",14143,51,65689,FALSE,https://www.instagram.com/p/CMnqJLdnlBh/,https://www.instagram.com/p/CMnqJLdnlBh/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/161770992_152281913419280_8114813538216733447_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=0yXpZAsB7OkAX-s0BLp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=679a3401e19696e125443540d8c416c8&oe=607BAA8B,,"Join us online from our Las Vegas flagship store on April 7th, at 6:30PM PDT for our next RazerStore LIVE broadcast. This round, we have exciting initiatives to share along with new products to unveil. ?
?
Learn more, and take part in our grand raffle. Link in Bio. ?
?
#Razer #Gaming","MARK YOUR CALENDARS APRIL 7, 2021 6:30PM PDT",,,0
R?Z?R,razer,6151463,2020-10-02 15:00:54 EDT,2/10/2020,15:00:54,Album,"35,299",34074,1225,0,FALSE,https://www.instagram.com/p/CF2iRWegWQt/,https://www.instagram.com/p/CF2iRWegWQt/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/120540665_693618344588727_3708686184124367026_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=igoO2th7ZZEAX9klan5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=416285abcd3ac4ccf574f0cc291bf561&oe=5F9CD64A,,"ICYMI, here’s the latest on #RazerCon2020!
-Shred the night away with @dragonforcehq & Friends and @sabatonofficial at the #RazerCon2020 after-party metal concert!
- Learn how to setup your stream like a pro with @itspaladinamber
- Score some sweet upgrades from our official storage partner @wd_black",,,,0
Logitech G,logitechg,3188151,2021-01-29 12:00:41 EST,29/1/2021,12:00:41,Video,"7,544",7513,31,43804,FALSE,https://www.instagram.com/p/CKovF6NMDKS/,https://www.instagram.com/p/CKovF6NMDKS/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/143544661_230945548532458_1301679260857765203_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=j2MCTE9RoUAAX874CBp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=81e5fc63b6ea7d64991f7a70bab91375&oe=611A589D,,"Today is National Puzzle Day ??

We added a little twist to their iconic game. Anybody pulling out the Game Boy to play some Tetris today?
.
.
.
#LogitechG #Gaming #PCGaming #GamingSetup #PCGamer #NationalPuzzleDay #Tetris #RetroGaming",,,,0
R?Z?R,razer,6740066,2021-02-21 11:00:11 EST,21/2/2021,11:00:11,Photo,"23,467",23158,309,0,FALSE,https://www.instagram.com/p/CLj2d-VHeeC/,https://www.instagram.com/p/CLj2d-VHeeC/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/152568324_882881072513937_112221750274068634_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8ae9d6&_nc_ohc=V70qhrGzUCIAX8IlteT&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=b89e8f218165ce353034cb89ce4f8dac&oe=6058ACCE,,"Happy 35th anniversary to The Legend Of Zelda, one of video gaming’s OGs. Which was your most epic boss battle in The Legend of Zelda series?","HAPPY 35TH ANNIVERSARY, ZELDA! WHICH WAS YOUR MOST EPIC BOSS BATTLE?",,,0
Logitech G,logitechg,3294495,2021-03-17 21:47:14 EDT,17/3/2021,21:47:14,Photo,"15,094",14921,173,0,FALSE,https://www.instagram.com/p/CMisuIsKxaH/,https://www.instagram.com/p/CMisuIsKxaH/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/161837256_802174177347502_8915670941892411544_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=YkntXvG7K8YAX8f5sRO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=20582c65062237cedb4eee41aae219b5&oe=611A2D38,,"Violence against the AAPI community has increased over the last year and the tragic events in Atlanta are just one recent example. We are committed to building an inclusive and diverse gaming space, and will continue to use our platforms to raise awareness for underrepresented communities. We stand in solidarity with the #StopAsianHate movement and support those fighting to end violence and hate. 

Hate has no place in our world or in gaming.",We stand with W the AAPI community. #StopAsianHate,,,0
OMNIDESK SG,theomnidesk,N/A,2020-12-08 01:04:54 EST,8/12/2020,1:04:54,Photo,33,32,1,0,FALSE,https://www.instagram.com/p/CIhquZPHHWx/,https://www.instagram.com/p/CIhquZPHHWx/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/130201768_1087940608330482_2056890154469493687_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=P-xgyZeL-pUAX9dtJNV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=72bb3b0538d9c1e787ac3fb63642fe2a&oe=6099613B,,"Be There. 

#ergonomic #standingdesk #ergonomicfurniture #desksetup #setup #ergonomicfurniture #officedecor  #homeofficedecor #workfromhome #wfh #standingdesk #omnidesk",,,,0
OMNIDESK SG,theomnidesk,N/A,2020-12-11 05:00:29 EST,11/12/2020,5:00:29,Photo,33,33,0,0,FALSE,https://www.instagram.com/p/CIp0EHDMaNI/,https://www.instagram.com/p/CIp0EHDMaNI/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/130711077_167081418490854_1300613439745594046_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=KInPk-xX_UIAX-74Fua&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ea1de8791248f251c83fd46492d069ae&oe=6096975F,,"With our suite of desk sizes, tabletops and accessories, gifting your loved ones an Omnidesk is an exercise in guesswork.?
Let us help you take the guesswork out of the equation and gift your loved ones this holiday season with a completely reimagined space with Omnidesk Gift Cards!?
?
Shop Gift Cards at https://theomnidesk.com/products/omnidesk-gift-card?
?
#omnidesk #ergonomic #ergonomicfurniture #ergonomicfurniture #officedecor #homeofficedecor #standingdesk",?'?The special gift l OMNIDESK TM that keeps giving ?? GIFT CARD / / Omnidesk Gift Cards available at www.theomnidesk.com ? OMNIDESK TM?'?,,,0
Logitech G,logitechg,3469041,2021-08-15 18:00:10 EDT,15/8/2021,18:00:10,Photo,"13,698",13582,116,0,FALSE,https://www.instagram.com/p/CSnGxe8hlK5/,https://www.instagram.com/p/CSnGxe8hlK5/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/236581746_366865271485084_3762859809702632796_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=T3gSMktlm8cAX-7mtyv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3212b29360553af1edb62ebc7b2b025c&oe=612AD430,,"Which pieces of your gear setup have you transitioned to wireless? 

?? GGNanashi (TW)
.
.
.
#logitechg #pcgaming #gaming #pcgamer #gamingsetup #gaminggear #G915 #G733",,,,0
OMNIDESK SG,theomnidesk,15724,2021-05-12 03:00:05 EDT,12/5/2021,3:00:05,Photo,38,38,0,0,FALSE,https://www.instagram.com/p/COw4P5LgZko/,https://www.instagram.com/p/COw4P5LgZko/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/185066099_293930342380983_4566035065032281462_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=eyMNbWHj6tgAX_SJcp5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=873f9a4c5d8d41ef35848bf62a81e5ea&oe=60BF8A28,,"The Omnidesk Experience Studio will be closed tomorrow for Hari Raya Puasa. Business resumes on Friday, 14/05/2021. See you then!???
???
Meanwhile, you may still shop our collection online at http://www.theomnidesk.com",,,,0
SteelSeries,steelseries,983849,2020-10-13 14:58:51 EDT,13/10/2020,14:58:51,Video,"5,099",5052,47,29394,FALSE,https://www.instagram.com/p/CGS2g5DBV4B/,https://www.instagram.com/p/CGS2g5DBV4B/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/121573308_402560524097238_7015160690329222722_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=52m272T8IVIAX-Bkr8Y&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=9bf495529a0749d012e5adb9bfbc1438&oe=5FAB9100,,4 new limited edition @cyberpunkgame QcK mousepads?? products are tagged and LINK IN BIO LET’S GOOOO,LIMITED EDITION AVAILABLE NOW,,,0
Logitech G,logitechg,2892906,2020-11-08 18:00:10 EST,8/11/2020,18:00:10,Photo,"15,223",15191,32,0,FALSE,https://www.instagram.com/p/CHWPD_Nj5BT/,https://www.instagram.com/p/CHWPD_Nj5BT/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/123846657_437526670981331_7317162252385138317_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=JYz4824hfoUAX8FngtE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1a19e69bf651c992c88b58f7ff211397&oe=611968FD,,"""Knock em' dead, turning heads, I got all the eyes on me. ""

Keep the eyes on you with the support of the K/DA G333 in-ear earphones, with sound isolation that allows for minimal external noise, giving you the strategic advantage of hearing abilities before it has a chance to hit.
.
.
.
#logitechg #pcgaming #gaming #leagueoflegends #lol #riotgames #KDA #KDAMORE #ALLOUT",,,,0
Secretlab,secretlab,300964,2021-04-11 11:01:36 EDT,11/4/2021,11:01:36,Photo,"1,467",1464,3,0,FALSE,https://www.instagram.com/p/CNh6nYZLKkO/,https://www.instagram.com/p/CNh6nYZLKkO/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/172258167_245327610623954_6857778297041762135_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=NjksIqOX3woAX9z1gef&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b01350f3cb5e0fdf468ce4c8304b0fe8&oe=609A5364,,"Top of their group for ESL Pro League Season 13. A monstrous 40-bomb performance from dev1ce. Stay cool and focused with award-winning support.?
?
Enjoy the same comfort that keeps Astralis in top form: secretlab.co/astralis ?
?
[??: @astralis]?",gitecht SECRET LAB CS MONEY TRALIS CS MONEY,,,0
Secretlab,secretlab,300516,2021-04-09 09:30:20 EDT,9/4/2021,9:30:20,Photo,"1,473",1464,9,0,FALSE,https://www.instagram.com/p/CNcmrqnh7YX/,https://www.instagram.com/p/CNcmrqnh7YX/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/169944874_447204496370918_4772240551535966853_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=T_5BlF_JAmoAX8271Zq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5af6d69b7e2b0d35e4682c71714354b0&oe=6096139B,,"We engineered Secretlab SoftWeave® Fabric to allow air to flow through the individual threads, so you stay cool even while trying to clutch a round for your team. Made from densely-woven short yarn, SoftWeave® Fabric is soft, breathable and durable — enjoy cool comfort throughout long hours of work and play, and then some.

Experience the SoftWeave® difference for yourself today: https://secretlab.co/softweave",SECRET LAB WWW.SECRETLAB.CO T SOFTWEAVE FABRIC BREATHABLE SUPER-SOFT DURABLE,,,0
